Date,KRW
2021-03-31,1131.83
2021-03-30,1133.78
2021-03-29,1131.63
2021-03-26,1129.33
2021-03-25,1133.53
2021-03-24,1133.5
2021-03-23,1129.48
2021-03-22,1128.44
2021-03-19,1131.03
2021-03-18,1123.75
2021-03-17,1130.13
2021-03-16,1129.81
2021-03-15,1136.47
2021-03-12,1133.51
2021-03-11,1135.72
2021-03-10,1142.5
2021-03-09,1140.53
2021-03-08,1132.95
2021-03-05,1125.68
2021-03-04,1125.2
2021-03-03,1120.8
2021-03-02,1123.72
2021-03-01,1120.85
2021-02-26,1123.53
2021-02-25,1107.94
2021-02-24,1112.43
2021-02-23,1110.5
2021-02-22,1110.03
2021-02-19,1105.82
2021-02-18,1107.57
2021-02-17,1107.77
2021-02-16,1100.01
2021-02-15,1101.51
2021-02-12,1102.97
2021-02-11,1103.85
2021-02-10,1106.85
2021-02-09,1116.56
2021-02-08,1119.54
2021-02-05,1123.81
2021-02-04,1118.46
2021-02-03,1114.88
2021-02-02,1117.17
2021-02-01,1116.22
2021-01-29,1118.6
2021-01-28,1119.56
2021-01-27,1104.31
2021-01-26,1106.49
2021-01-25,1100.88
2021-01-22,1103.24
2021-01-21,1098.27
2021-01-20,1100.19
2021-01-19,1102.92
2021-01-18,1103.98
2021-01-15,1099.43
2021-01-14,1098.16
2021-01-13,1095.31
2021-01-12,1099.98
2021-01-11,1097.23
2021-01-08,1089.84
2021-01-07,1086.97
2021-01-06,1085.73
2021-01-05,1087.42
2021-01-04,1081.84
2021-01-01,1085.66
2020-12-31,1086.51
2020-12-30,1086.46
2020-12-29,1092.19
2020-12-28,1096.55
2020-12-25,1101.16
2020-12-24,1102.31
2020-12-23,1107.9
2020-12-22,1107.45
2020-12-21,1102.94
2020-12-18,1099.58
2020-12-17,1093.13
2020-12-16,1093.97
2020-12-15,1092.97
2020-12-14,1091.53
2020-12-11,1089.87
2020-12-10,1087.41
2020-12-09,1084.17
2020-12-08,1085.43
2020-12-07,1082.1
2020-12-04,1081.81
2020-12-03,1096.52
2020-12-02,1100.33
2020-12-01,1106.07
2020-11-30,1106.45
2020-11-27,1103.48
2020-11-26,1104.2
2020-11-25,1108.59
2020-11-24,1111.45
2020-11-23,1110.36
2020-11-20,1114.17
2020-11-19,1115.19
2020-11-18,1103.88
2020-11-17,1106.53
2020-11-16,1108.4
2020-11-13,1115.72
2020-11-12,1114.9
2020-11-11,1110.01
2020-11-10,1115.1
2020-11-09,1113.13
2020-11-06,1120.55
2020-11-05,1128.3
2020-11-04,1137.6
2020-11-03,1134.27
2020-11-02,1133.82
2020-10-30,1134.76
2020-10-29,1131.4
2020-10-28,1130.6
2020-10-27,1125.52
2020-10-26,1127.75
2020-10-23,1132.99
2020-10-22,1132.86
2020-10-21,1131.53
2020-10-20,1139.28
2020-10-19,1141.97
2020-10-16,1147.31
2020-10-15,1143.25
2020-10-14,1146.92
2020-10-13,1147.26
2020-10-12,1147.11
2020-10-09,1147.47
2020-10-08,1153.41
2020-10-07,1158.61
2020-10-06,1161.05
2020-10-05,1163.43
2020-10-02,1166.7
2020-10-01,1162.05
2020-09-30,1170.17
2020-09-29,1169.69
2020-09-28,1173.53
2020-09-25,1172.61
2020-09-24,1172.73
2020-09-23,1164.41
2020-09-22,1164.96
2020-09-21,1158.05
2020-09-18,1160.48
2020-09-17,1174.38
2020-09-16,1176.1
2020-09-15,1178.75
2020-09-14,1183.63
2020-09-11,1186.84
2020-09-10,1184.8
2020-09-09,1189.03
2020-09-08,1186.49
2020-09-07,1188.25
2020-09-04,1189.74
2020-09-03,1188.26
2020-09-02,1185.52
2020-09-01,1183.15
2020-08-31,1187.76
2020-08-28,1184.48
2020-08-27,1185.13
2020-08-26,1186.86
2020-08-25,1185.18
2020-08-24,1189.28
2020-08-21,1186.35
2020-08-20,1186.94
2020-08-19,1181.32
2020-08-18,1184.26
2020-08-17,1185.03
2020-08-14,1184.55
2020-08-13,1183.34
2020-08-12,1185.17
2020-08-11,1185.66
2020-08-10,1185.7
2020-08-07,1184.72
2020-08-06,1183.65
2020-08-05,1188.88
2020-08-04,1193.97
2020-08-03,1193.36
2020-07-31,1191.03
2020-07-30,1194.26
2020-07-29,1193.17
2020-07-28,1196.97
2020-07-27,1196.18
2020-07-24,1201.45
2020-07-23,1197.4
2020-07-22,1195.13
2020-07-21,1197.75
2020-07-20,1203.3
2020-07-17,1205.1
2020-07-16,1205.43
2020-07-15,1200.52
2020-07-14,1205.68
2020-07-13,1200.55
2020-07-10,1204.45
2020-07-09,1195.78
2020-07-08,1195.48
2020-07-07,1195.52
2020-07-06,1195.68
2020-07-03,1198.65
2020-07-02,1199.99
2020-07-01,1203.32
2020-06-30,1202.74
2020-06-29,1198.77
2020-06-26,1200.68
2020-06-25,1204.65
2020-06-24,1199.68
2020-06-23,1209
2020-06-22,1215.65
2020-06-19,1209.91
2020-06-18,1208.26
2020-06-17,1213.97
2020-06-16,1207.1
2020-06-15,1216.3
2020-06-12,1204.15
2020-06-11,1196.77
2020-06-10,1191.3
2020-06-09,1197.93
2020-06-08,1204.88
2020-06-05,1207.43
2020-06-04,1219.03
2020-06-03,1216.78
2020-06-02,1225.4
2020-06-01,1225.01
2020-05-29,1237.57
2020-05-28,1239.45
2020-05-27,1234.34
2020-05-26,1234.25
2020-05-25,1243.91
2020-05-22,1236.9
2020-05-21,1230.78
2020-05-20,1230.25
2020-05-19,1225.19
2020-05-18,1232.4
2020-05-15,1231.04
2020-05-14,1227.96
2020-05-13,1223.84
2020-05-12,1224.97
2020-05-11,1220.5
2020-05-08,1219.85
2020-05-07,1224.98
2020-05-06,1222.11
2020-05-05,1220.05
2020-05-04,1229.04
2020-05-01,1220.94
2020-04-30,1204.44
2020-04-29,1218.7
2020-04-28,1225.1
2020-04-27,1226.12
2020-04-24,1235.63
2020-04-23,1229.59
2020-04-22,1232.57
2020-04-21,1229.66
2020-04-20,1220.41
2020-04-17,1218.05
2020-04-16,1228.49
2020-04-15,1217.19
2020-04-14,1217.06
2020-04-13,1217.82
2020-04-10,1208.69
2020-04-09,1220.01
2020-04-08,1220.97
2020-04-07,1220.87
2020-04-06,1229.4
2020-04-03,1231.4
2020-04-02,1229.49
2020-04-01,1230.73
2020-03-31,1218.54
2020-03-30,1224.68
2020-03-27,1211.03
2020-03-26,1233.3
2020-03-25,1229.61
2020-03-24,1249.85
2020-03-23,1266.82
2020-03-20,1245.63
2020-03-19,1285.73
2020-03-18,1245.65
2020-03-17,1243.7
2020-03-16,1225.82
2020-03-13,1219.41
2020-03-12,1206.67
2020-03-11,1193.99
2020-03-10,1193.15
2020-03-09,1204.51
2020-03-06,1192.32
2020-03-05,1181.3
2020-03-04,1187.72
2020-03-03,1195.03
2020-03-02,1193.57
2020-02-28,1214.73
2020-02-27,1217.2
2020-02-26,1216.95
2020-02-25,1210.56
2020-02-24,1220.04
2020-02-21,1209.15
2020-02-20,1198.37
2020-02-19,1189.3
2020-02-18,1189.48
2020-02-17,1183.9
2020-02-14,1183.15
2020-02-13,1182.9
2020-02-12,1179.48
2020-02-11,1181.5
2020-02-10,1187.23
2020-02-07,1186.36
2020-02-06,1179.92
2020-02-05,1191.29
2020-02-04,1187.65
2020-02-03,1194.91
2020-01-31,1191.74
2020-01-30,1185.17
2020-01-29,1177.22
2020-01-28,1176.48
2020-01-27,1176.74
2020-01-24,1167.48
2020-01-23,1168.7
2020-01-22,1164.45
2020-01-21,1167.07
2020-01-20,1158.08
2020-01-17,1159.48
2020-01-16,1161.32
2020-01-15,1156.86
2020-01-14,1156.13
2020-01-13,1156.29
2020-01-10,1161.5
2020-01-09,1159.1
2020-01-08,1170.83
2020-01-07,1166.45
2020-01-06,1171.99
2020-01-03,1166.93
2020-01-02,1158.18
2020-01-01,1154.75
2019-12-31,1155.84
2019-12-30,1156.18
2019-12-27,1161.29
2019-12-26,1161.89
2019-12-25,1161.7
2019-12-24,1163.71
2019-12-23,1164.08
2019-12-20,1160.35
2019-12-19,1165.68
2019-12-18,1168.68
2019-12-17,1166.1
2019-12-16,1172.22
2019-12-13,1171.9
2019-12-12,1186.76
2019-12-11,1194.67
2019-12-10,1191.23
2019-12-09,1189.94
2019-12-06,1189.79
2019-12-05,1190.28
2019-12-04,1194.6
2019-12-03,1187.05
2019-12-02,1183.15
2019-11-29,1181.46
2019-11-28,1179
2019-11-27,1177.19
2019-11-26,1176.05
2019-11-25,1176
2019-11-22,1179.07
2019-11-21,1178.08
2019-11-20,1170.1
2019-11-19,1167.72
2019-11-18,1164.38
2019-11-15,1167.14
2019-11-14,1169.8
2019-11-13,1167.6
2019-11-12,1161.22
2019-11-11,1166.4
2019-11-08,1157.33
2019-11-07,1159.38
2019-11-06,1157.4
2019-11-05,1157.45
2019-11-04,1159.23
2019-11-01,1165.55
2019-10-31,1163.72
2019-10-30,1168.07
2019-10-29,1163.19
2019-10-28,1170.53
2019-10-25,1172.97
2019-10-24,1173.1
2019-10-23,1172.5
2019-10-22,1170.09
2019-10-21,1172.06
2019-10-18,1181.46
2019-10-17,1186.93
2019-10-16,1187.82
2019-10-15,1185.15
2019-10-14,1184.98
2019-10-11,1188.79
2019-10-10,1196.03
2019-10-09,1197.89
2019-10-08,1193.25
2019-10-07,1196.65
2019-10-04,1196.56
2019-10-03,1205.13
2019-10-02,1205.93
2019-10-01,1199.15
2019-09-30,1196.38
2019-09-27,1199.96
2019-09-26,1198.8
2019-09-25,1198.8
2019-09-24,1195.61
2019-09-23,1194.06
2019-09-20,1188.18
2019-09-19,1193.67
2019-09-18,1191.43
2019-09-17,1190.63
2019-09-16,1183.1
2019-09-13,1176.82
2019-09-12,1186.64
2019-09-11,1190.82
2019-09-10,1193.32
2019-09-09,1192.88
2019-09-06,1196.95
2019-09-05,1200.3
2019-09-04,1208.04
2019-09-03,1215.76
2019-09-02,1210.79
2019-08-30,1211.35
2019-08-29,1216.5
2019-08-28,1214.01
2019-08-27,1211.14
2019-08-26,1217.76
2019-08-23,1210.69
2019-08-22,1207.27
2019-08-21,1202.35
2019-08-20,1208.03
2019-08-19,1211.07
2019-08-16,1211.38
2019-08-15,1214.87
2019-08-14,1212.55
2019-08-13,1221.99
2019-08-12,1216.09
2019-08-09,1210.05
2019-08-08,1208.94
2019-08-07,1214.69
2019-08-06,1215.25
2019-08-05,1215.32
2019-08-02,1197.6
2019-08-01,1188.55
2019-07-31,1183.01
2019-07-30,1181.9
2019-07-29,1183.46
2019-07-26,1184.88
2019-07-25,1181.43
2019-07-24,1177.82
2019-07-23,1179
2019-07-22,1178.33
2019-07-19,1174.39
2019-07-18,1178.62
2019-07-17,1181.3
2019-07-16,1177.63
2019-07-15,1179.25
2019-07-12,1178.94
2019-07-11,1173.43
2019-07-10,1181.55
2019-07-09,1180.55
2019-07-08,1181.86
2019-07-05,1170.4
2019-07-04,1168.65
2019-07-03,1171.25
2019-07-02,1166.13
2019-07-01,1158.73
2019-06-28,1154.8
2019-06-27,1158.05
2019-06-26,1156.7
2019-06-25,1156.28
2019-06-24,1156.35
2019-06-21,1163.75
2019-06-20,1161.97
2019-06-19,1176
2019-06-18,1185.8
2019-06-17,1186.51
2019-06-14,1185.18
2019-06-13,1183.01
2019-06-12,1182.8
2019-06-11,1180.71
2019-06-10,1185.15
2019-06-07,1181.38
2019-06-06,1181.26
2019-06-05,1178.51
2019-06-04,1182.73
2019-06-03,1182.16
2019-05-31,1190.91
2019-05-30,1189.07
2019-05-29,1194.52
2019-05-28,1186.26
2019-05-27,1184.43
2019-05-24,1188.22
2019-05-23,1189.29
2019-05-22,1193.6
2019-05-21,1194.65
2019-05-20,1194.2
2019-05-17,1195.55
2019-05-16,1191.13
2019-05-15,1188.72
2019-05-14,1189.38
2019-05-13,1187.45
2019-05-10,1177.38
2019-05-09,1179.55
2019-05-08,1169.47
2019-05-07,1166.54
2019-05-06,1171.45
2019-05-03,1169.85
2019-05-02,1165.79
2019-05-01,1163.45
2019-04-30,1168.15
2019-04-29,1158.58
2019-04-26,1160.86
2019-04-25,1160.62
2019-04-24,1150.75
2019-04-23,1141.8
2019-04-22,1141.57
2019-04-19,1136.85
2019-04-18,1137
2019-04-17,1134.85
2019-04-16,1135.74
2019-04-15,1133.09
2019-04-12,1139.51
2019-04-11,1139.15
2019-04-10,1138.82
2019-04-09,1142.21
2019-04-08,1144.78
2019-04-05,1136.13
2019-04-04,1136.35
2019-04-03,1134.51
2019-04-02,1136.47
2019-04-01,1134.13
2019-03-29,1135.18
2019-03-28,1136.79
2019-03-27,1134.5
2019-03-26,1133.44
2019-03-25,1134.27
2019-03-22,1130.16
2019-03-21,1127.66
2019-03-20,1130.41
2019-03-19,1130.72
2019-03-18,1132.14
2019-03-15,1137.14
2019-03-14,1134.9
2019-03-13,1132.7
2019-03-12,1129.75
2019-03-11,1133.63
2019-03-08,1136.2
2019-03-07,1129
2019-03-06,1128.9
2019-03-05,1125.4
2019-03-04,1125.14
2019-03-01,1124.87
2019-02-28,1124.44
2019-02-27,1118.86
2019-02-26,1118.65
2019-02-25,1121.02
2019-02-22,1125.23
2019-02-21,1125.28
2019-02-20,1123.63
2019-02-19,1128.29
2019-02-18,1125.68
2019-02-15,1128.7
2019-02-14,1125.25
2019-02-13,1121.73
2019-02-12,1123.85
2019-02-11,1124.65
2019-02-08,1123.75
2019-02-07,1124.14
2019-02-06,1120.26
2019-02-05,1122.02
2019-02-04,1120.79
2019-02-01,1119.01
2019-01-31,1112.72
2019-01-30,1116.4
2019-01-29,1116.38
2019-01-28,1117.9
2019-01-25,1121.25
2019-01-24,1128.65
2019-01-23,1127.43
2019-01-22,1130.9
2019-01-21,1128.07
2019-01-18,1121.83
2019-01-17,1122.45
2019-01-16,1120.15
2019-01-15,1120.81
2019-01-14,1123.3
2019-01-11,1116.36
2019-01-10,1118.6
2019-01-09,1122.28
2019-01-08,1123.89
2019-01-07,1118.7
2019-01-04,1124.45
2019-01-03,1127.89
2019-01-02,1119.29
2019-01-01,1113.9
2018-12-31,1110.95
2018-12-28,1115.84
2018-12-27,1120.32
2018-12-26,1125.22
2018-12-25,1125.73
2018-12-24,1125.07
2018-12-21,1122.9
2018-12-20,1127.68
2018-12-19,1123.44
2018-12-18,1129.97
2018-12-17,1131.49
2018-12-14,1130.75
2018-12-13,1123.32
2018-12-12,1128.75
2018-12-11,1129.92
2018-12-10,1126.72
2018-12-07,1119.69
2018-12-06,1120.82
2018-12-05,1114
2018-12-04,1105.45
2018-12-03,1110.53
2018-11-30,1120.75
2018-11-29,1119.4
2018-11-28,1126.65
2018-11-27,1129.32
2018-11-26,1128.88
2018-11-23,1130.45
2018-11-22,1129.13
2018-11-21,1131.1
2018-11-20,1125.78
2018-11-19,1128.55
2018-11-16,1128.6
2018-11-15,1129.15
2018-11-14,1134.2
2018-11-13,1133.18
2018-11-12,1133.82
2018-11-09,1128.13
2018-11-08,1116.66
2018-11-07,1123.24
2018-11-06,1123.67
2018-11-05,1123.4
2018-11-02,1121.97
2018-11-01,1138.28
2018-10-31,1139.82
2018-10-30,1139.16
2018-10-29,1141.2
2018-10-26,1141.85
2018-10-25,1138.11
2018-10-24,1132.08
2018-10-23,1137.46
2018-10-22,1128.69
2018-10-19,1132.09
2018-10-18,1135.03
2018-10-17,1126.75
2018-10-16,1127.99
2018-10-15,1134.45
2018-10-12,1131.27
2018-10-11,1144.31
2018-10-10,1133.65
2018-10-09,1135.03
2018-10-08,1132.4
2018-10-05,1130.5
2018-10-04,1129.82
2018-10-03,1118.47
2018-10-02,1119.13
2018-10-01,1111.7
2018-09-28,1109.3
2018-09-27,1112.7
2018-09-26,1117.56
2018-09-25,1119.39
2018-09-24,1120.4
2018-09-21,1115.68
2018-09-20,1120.52
2018-09-19,1120.78
2018-09-18,1123.3
2018-09-17,1126.78
2018-09-14,1116.83
2018-09-13,1122.43
2018-09-12,1128.5
2018-09-11,1125.32
2018-09-10,1128.45
2018-09-07,1122.81
2018-09-06,1123.8
2018-09-05,1121.05
2018-09-04,1115.02
2018-09-03,1110.39
2018-08-31,1113.07
2018-08-30,1108.74
2018-08-29,1110.3
2018-08-28,1109.74
2018-08-27,1113.9
2018-08-24,1118.92
2018-08-23,1121.4
2018-08-22,1119.06
2018-08-21,1118.65
2018-08-20,1123.2
2018-08-17,1124.93
2018-08-16,1130
2018-08-15,1132.19
2018-08-14,1128.03
2018-08-13,1134.01
2018-08-10,1129.01
2018-08-09,1116.93
2018-08-08,1119.95
2018-08-07,1123.71
2018-08-06,1123.84
2018-08-03,1127.7
2018-08-02,1126.13
2018-08-01,1120.86
2018-07-31,1118.73
2018-07-30,1120.33
2018-07-27,1118.11
2018-07-26,1119.51
2018-07-25,1126.18
2018-07-24,1135.2
2018-07-23,1131.22
2018-07-20,1133.75
2018-07-19,1133.2
2018-07-18,1132.35
2018-07-17,1124.1
2018-07-16,1129.09
2018-07-13,1123.36
2018-07-12,1126
2018-07-11,1120.2
2018-07-10,1116.36
2018-07-09,1112.07
2018-07-06,1115.86
2018-07-05,1118.44
2018-07-04,1114.66
2018-07-03,1118.8
2018-07-02,1120.01
2018-06-29,1114.67
2018-06-28,1123.9
2018-06-27,1117.71
2018-06-26,1114.8
2018-06-25,1116.96
2018-06-22,1107.53
2018-06-21,1112.43
2018-06-20,1105.15
2018-06-19,1109.16
2018-06-18,1104.9
2018-06-15,1097.81
2018-06-14,1082.9
2018-06-13,1085.99
2018-06-12,1077.11
2018-06-11,1075.14
2018-06-08,1075.88
2018-06-07,1068.95
2018-06-06,1066.6
2018-06-05,1070.88
2018-06-04,1071.96
2018-06-01,1074.95
2018-05-31,1077.24
2018-05-30,1080.88
2018-05-29,1076.71
2018-05-28,1074
2018-05-25,1077.91
2018-05-24,1079.6
2018-05-23,1080.49
2018-05-22,1076.54
2018-05-21,1085.4
2018-05-18,1077.63
2018-05-17,1081.1
2018-05-16,1077.9
2018-05-15,1073.8
2018-05-14,1067.94
2018-05-11,1069.4
2018-05-10,1072.95
2018-05-09,1080.9
2018-05-08,1076.6
2018-05-07,1078.03
2018-05-04,1077.15
2018-05-03,1076.25
2018-05-02,1076.1
2018-05-01,1069.45
2018-04-30,1068.05
2018-04-27,1076.7
2018-04-26,1080.85
2018-04-25,1080.75
2018-04-24,1076.82
2018-04-23,1068.86
2018-04-20,1067.15
2018-04-19,1061.55
2018-04-18,1068.63
2018-04-17,1067.05
2018-04-16,1073.94
2018-04-13,1069.72
2018-04-12,1069.55
2018-04-11,1066.38
2018-04-10,1066.51
2018-04-09,1067.14
2018-04-06,1069.62
2018-04-05,1060.06
2018-04-04,1059.7
2018-04-03,1054.71
2018-04-02,1056.52
2018-03-30,1063.63
2018-03-29,1065.93
2018-03-28,1070.74
2018-03-27,1070.43
2018-03-26,1081.21
2018-03-23,1082.35
2018-03-22,1072.24
2018-03-21,1072.32
2018-03-20,1068.65
2018-03-19,1071.52
2018-03-16,1066.15
2018-03-15,1065.5
2018-03-14,1064.7
2018-03-13,1067.46
2018-03-12,1065.18
2018-03-09,1069.82
2018-03-08,1070.18
2018-03-07,1069.05
2018-03-06,1076.01
2018-03-05,1082
2018-03-02,1080.46
2018-03-01,1086.28
2018-02-28,1083
2018-02-27,1071.25
2018-02-26,1073.4
2018-02-23,1078.94
2018-02-22,1084.25
2018-02-21,1076.2
2018-02-20,1073.3
2018-02-19,1067.63
2018-02-16,1063.1
2018-02-15,1072.82
2018-02-14,1077.2
2018-02-13,1084.37
2018-02-12,1084.5
2018-02-09,1092.07
2018-02-08,1087.88
2018-02-07,1086.44
2018-02-06,1090.97
2018-02-05,1088.55
2018-02-02,1079.94
2018-02-01,1071.84
2018-01-31,1067.75
2018-01-30,1073.7
2018-01-29,1065.52
2018-01-26,1064.01
2018-01-25,1058.63
2018-01-24,1070.18
2018-01-23,1070.34
2018-01-22,1070.1
2018-01-19,1065.9
2018-01-18,1070.46
2018-01-17,1069.06
2018-01-16,1062.65
2018-01-15,1062.73
2018-01-12,1064.9
2018-01-11,1072.18
2018-01-10,1071.8
2018-01-09,1067.14
2018-01-08,1066.05
2018-01-05,1062.66
2018-01-04,1062.05
2018-01-03,1064.65
2018-01-02,1061.43
2018-01-01,1066.67
2017-12-29,1067.4
2017-12-28,1070.63
2017-12-27,1074.2
2017-12-26,1076.01
2017-12-25,1079.59
2017-12-22,1079.65
2017-12-21,1082.64
2017-12-20,1080.89
2017-12-19,1084.8
2017-12-18,1088.55
2017-12-15,1089.26
2017-12-14,1088.81
2017-12-13,1090.64
2017-12-12,1092.16
2017-12-11,1092.12
2017-12-08,1092.5
2017-12-07,1093.45
2017-12-06,1093.39
2017-12-05,1085.8
2017-12-04,1088.85
2017-12-01,1086.38
2017-11-30,1087.97
2017-11-29,1076.68
2017-11-28,1084.27
2017-11-27,1088.63
2017-11-24,1085.23
2017-11-23,1085.57
2017-11-22,1089.3
2017-11-21,1095.88
2017-11-20,1100.55
2017-11-17,1097.55
2017-11-16,1101.41
2017-11-15,1112.49
2017-11-14,1118.14
2017-11-13,1120.65
2017-11-10,1116.99
2017-11-09,1115.5
2017-11-08,1115.49
2017-11-07,1111.9
2017-11-06,1115.09
2017-11-03,1113.79
2017-11-02,1114.31
2017-11-01,1114.36
2017-10-31,1120.34
2017-10-30,1124.82
2017-10-27,1130.34
2017-10-26,1124.55
2017-10-25,1127.91
2017-10-24,1127.51
2017-10-23,1130.31
2017-10-20,1131.36
2017-10-19,1132.24
2017-10-18,1130.09
2017-10-17,1132.59
2017-10-16,1127.81
2017-10-13,1128.95
2017-10-12,1133.21
2017-10-11,1135.25
2017-10-10,1135.55
2017-10-09,1142.27
2017-10-06,1141.97
2017-10-05,1142.06
2017-10-04,1142.37
2017-10-03,1147.11
2017-10-02,1146.69
2017-09-29,1145.44
2017-09-28,1149.05
2017-09-27,1140.74
2017-09-26,1136.93
2017-09-25,1131.79
2017-09-22,1136.65
2017-09-21,1132.77
2017-09-20,1128.38
2017-09-19,1131.28
2017-09-18,1126.68
2017-09-15,1131.76
2017-09-14,1132.55
2017-09-13,1128.35
2017-09-12,1128.85
2017-09-11,1131.9
2017-09-08,1127.38
2017-09-07,1129.59
2017-09-06,1135.55
2017-09-05,1131.02
2017-09-04,1132.82
2017-09-01,1122.85
2017-08-31,1127.55
2017-08-30,1124.27
2017-08-29,1126.15
2017-08-28,1120.06
2017-08-25,1128.4
2017-08-24,1127.83
2017-08-23,1131.76
2017-08-22,1133.8
2017-08-21,1138.9
2017-08-18,1141.38
2017-08-17,1137.38
2017-08-16,1141.7
2017-08-15,1135.07
2017-08-14,1139.82
2017-08-11,1143.7
2017-08-10,1141.78
2017-08-09,1135.18
2017-08-08,1125.18
2017-08-07,1127.24
2017-08-04,1124.95
2017-08-03,1128.64
2017-08-02,1123.94
2017-08-01,1121.25
2017-07-31,1119.32
2017-07-28,1122.18
2017-07-27,1112.82
2017-07-26,1121.85
2017-07-25,1115.4
2017-07-24,1114.09
2017-07-21,1118.36
2017-07-20,1125.8
2017-07-19,1120.74
2017-07-18,1123.3
2017-07-17,1128.32
2017-07-14,1133.36
2017-07-13,1136.38
2017-07-12,1145.03
2017-07-11,1151.21
